trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
359,False,"{'a': 0.3405, 'e': 0.3406158419310661}",30,12,-42.95275448746165,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
360,False,"{'a': 0.34, 'e': 0.3395955256449391}",20,0,-20.157634258362528,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
361,False,"{'a': 0.3395, 'e': 0.3385782657208353}",20,9,-6.991643785198438,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
362,False,"{'a': 0.339, 'e': 0.33756405300340836}",20,8,9.96728304892737,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.3385, 'e': 0.336552878364737}",20,15,8.987984746681203,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.338, 'e': 0.3355447327042427}",20,12,-8.071625317622658,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.3375, 'e': 0.3345396069486076}",20,3,-0.9839786015467946,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
366,False,"{'a': 0.337, 'e': 0.3335374920516932}",20,3,12.709267317270426,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.3365, 'e': 0.3325383789944587}",25,5,-17.01574814295129,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.336, 'e': 0.3315422587848797}",20,2,3.5212256547031897,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.3355, 'e': 0.3305491224578677}",35,2,-19.93266786996158,"{0: 30, 1: 0, 2: 2, 3: 0, 4: 1}",1
370,False,"{'a': 0.335, 'e': 0.32955896107518906}",25,19,13.451467164227962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.3345, 'e': 0.3285717657253846}",20,3,12.360205752034528,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.334, 'e': 0.3275875275236895}",20,9,-42.6677050152335,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
373,False,"{'a': 0.3335, 'e': 0.3266062376119534}",25,11,-19.184888270686177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
374,False,"{'a': 0.333, 'e': 0.32562788715856034}",30,15,26.856712649667756,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.3325, 'e': 0.32465246735834974}",25,14,-6.983772575160358,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
376,False,"{'a': 0.332, 'e': 0.3236799694325367}",25,5,-73.00181898746604,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
377,False,"{'a': 0.3315, 'e': 0.3227103846286335}",20,6,-36.198549481272565,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
378,False,"{'a': 0.331, 'e': 0.32174370422037013}",30,13,-36.25961454254589,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
379,False,"{'a': 0.3305, 'e': 0.3207799195076166}",20,9,3.863187849140323,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.33, 'e': 0.31981902181630384}",25,0,-30.89430347550517,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
381,False,"{'a': 0.3295, 'e': 0.3188610024983463}",20,4,14.428550893108293,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.329, 'e': 0.3179058529315635}",20,1,-64.5966199812208,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
383,False,"{'a': 0.3285, 'e': 0.31695356451960294}",35,0,-12.961907835178915,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
384,False,"{'a': 0.328, 'e': 0.31600412869186245}",20,6,-34.9590437419047,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
